external_alarm_id,source_system,tag,message,priority,criticality,state,event_time,ack_time,clear_time,plant,area,equipment
ALM-000017,ABB_SCADA,TAG_H0033,Process variable out of range on EQ-030,1,LOW,CLEARED,2024-05-02T16:00:00,2024-05-02T16:33:00,2024-05-02T18:15:00,PLANT_B,AREA_02,EQ-005
ALM-000773,SIEMENS_SCADA,TAG_N0039,Process variable out of range on EQ-006,4,LOW,ACKNOWLEDGED,2024-05-20T04:00:00,2024-05-20T04:40:00,,PLANT_A,AREA_03,EQ-012
ALM-001319,ABB_SCADA,TAG_N0039,Process variable out of range on EQ-009,5,LOW,CLEARED,2024-05-06T20:00:00,2024-05-06T20:13:00,2024-05-06T21:09:00,PLANT_B,AREA_04,EQ-004
ALM-001372,HONEYWELL_DCS,TAG_Z0025,Process variable out of range on EQ-023,3,HIGH,UNKNOWN_STATE,2024-05-14T10:00:00,2024-05-14T11:00:00,2024-05-14T12:51:00,PLANT_A,AREA_03,EQ-003
ALM-000625,SIEMENS_SCADA,TAG_O0014,Process variable out of range on EQ-021,4,HIGH,ACTIVE,2024-05-06T07:00:00,,,PLANT_B,AREA_01,EQ-012
ALM-000015,ROCKWELL_PLC,TAG_I0034,Process variable out of range on EQ-009,5,HIGH,SHELVED,2024-05-31T02:00:00,,,PLANT_C,AREA_01,EQ-022
ALM-000294,ABB_SCADA,TAG_O0040,Process variable out of range on EQ-017,3,MEDIUM,ACKNOWLEDGED,2024-05-16T05:00:00,2024-05-16T05:16:00,,PLANT_B,AREA_04,EQ-003
ALM-001643,SIEMENS_SCADA,,Process variable out of range on EQ-014,2,HIGH,ACTIVE,2024-05-29T12:00:00,,,PLANT_B,AREA_02,EQ-025
ALM-000259,SIEMENS_SCADA,TAG_R0017,Process variable out of range on EQ-021,3,LOW,CLEARED,2024-05-15T10:00:00,2024-05-15T10:22:00,2024-05-15T11:05:00,PLANT_A,AREA_01,EQ-022
ALM-001877,SIEMENS_SCADA,TAG_G0032,Process variable out of range on EQ-014,4,MEDIUM,SHELVED,2024-05-27T12:00:00,,,PLANT_A,AREA_04,EQ-009
ALM-001722,ROCKWELL_PLC,TAG_U0046,Process variable out of range on EQ-029,5,HIGH,SHELVED,2024-05-19T18:00:00,,,PLANT_B,AREA_02,EQ-027
ALM-000274,SIEMENS_SCADA,TAG_D0029,Process variable out of range on EQ-020,1,HIGH,ACTIVE,2024-05-05T02:00:00,,,PLANT_C,AREA_01,EQ-013
ALM-000217,ROCKWELL_PLC,TAG_Y0050,Process variable out of range on EQ-014,5,HIGH,SHELVED,2024-05-27T05:00:00,,,PLANT_A,AREA_03,EQ-021
ALM-001113,ABB_SCADA,TAG_B0001,Process variable out of range on EQ-021,3,HIGH,SHELVED,2024-05-04T07:00:00,,,PLANT_C,AREA_03,EQ-028
ALM-000355,ABB_SCADA,TAG_Z0025,Process variable out of range on EQ-003,1,HIGH,ACTIVE,2024-05-13T10:00:00,,,PLANT_B,AREA_03,EQ-029
ALM-000448,SIEMENS_SCADA,TAG_Q0042,Process variable out of range on EQ-016,3,MEDIUM,ACKNOWLEDGED,2024-06-01T00:00:00,2024-06-01T00:47:00,,PLANT_B,AREA_04,EQ-013
ALM-001077,HONEYWELL_DCS,TAG_P0041,Process variable out of range on EQ-023,4,LOW,ACTIVE,2024-05-13T21:00:00,,,PLANT_C,AREA_02,EQ-011
ALM-000143,HONEYWELL_DCS,TAG_C0002,Process variable out of range on EQ-006,3,HIGH,ACKNOWLEDGED,2024-05-21T07:00:00,2024-05-21T07:38:00,,PLANT_A,AREA_04,EQ-017
ALM-000429,SIEMENS_SCADA,TAG_H0007,Process variable out of range on EQ-019,1,MEDIUM,ACKNOWLEDGED,2024-05-30T15:00:00,2024-05-30T15:10:00,,PLANT_C,AREA_03,EQ-029
ALM-001236,ABB_SCADA,TAG_P0041,Process variable out of range on EQ-030,1,HIGH,CLEARED,2024-05-18T14:00:00,2024-05-18T14:13:00,2024-05-18T15:28:00,PLANT_B,AREA_01,EQ-019
ALM-001447,ROCKWELL_PLC,TAG_G0006,Process variable out of range on EQ-025,3,MEDIUM,ACTIVE,2024-05-20T13:00:00,,,PLANT_C,AREA_01,EQ-021
ALM-001522,ROCKWELL_PLC,TAG_S0044,Process variable out of range on EQ-015,1,MEDIUM,CLEARED,2024-05-23T04:00:00,2024-05-23T04:09:00,2024-05-23T05:27:00,PLANT_C,AREA_04,EQ-014
ALM-001643,SIEMENS_SCADA,TAG_X0049,Process variable out of range on EQ-014,2,HIGH,ACTIVE,2024-05-29T12:00:00,,,PLANT_B,AREA_02,EQ-025
ALM-000751,ROCKWELL_PLC,TAG_Z0025,Process variable out of range on EQ-011,1,MEDIUM,ACTIVE,2024-05-31T08:00:00,,,PLANT_B,AREA_02,EQ-015
ALM-001297,ABB_SCADA,TAG_H0007,Process variable out of range on EQ-018,3,LOW,CLEARED,2024-05-12T02:00:00,2024-05-12T02:39:00,2024-05-12T03:11:00,PLANT_C,AREA_01,EQ-019
ALM-001945,SIEMENS_SCADA,TAG_B0001,Process variable out of range on EQ-008,1,MEDIUM,ACKNOWLEDGED,,2024-05-05T04:56:00,,PLANT_A,AREA_01,EQ-025
ALM-001295,ABB_SCADA,TAG_R0043,Process variable out of range on EQ-012,3,HIGH,ACTIVE,2024-05-09T22:00:00,,,PLANT_B,AREA_01,EQ-001
ALM-000847,ROCKWELL_PLC,TAG_T0045,Process variable out of range on EQ-019,1,LOW,ACKNOWLEDGED,2024-05-24T12:00:00,2024-05-24T12:26:00,,PLANT_A,AREA_01,EQ-012
ALM-000600,ABB_SCADA,TAG_I0034,Process variable out of range on EQ-025,5,LOW,SHELVED,2024-05-16T14:00:00,,,PLANT_C,AREA_03,EQ-010
ALM-001462,SIEMENS_SCADA,TAG_S0018,,2,,SHELVED,2024-05-07T02:00:00,,,PLANT_B,AREA_04,EQ-011
ALM-001809,SIEMENS_SCADA,TAG_Y0050,Process variable out of range on EQ-029,3,LOW,ACTIVE,2024-05-31T00:00:00,,,PLANT_B,AREA_04,EQ-007
ALM-000867,HONEYWELL_DCS,TAG_L0037,Process variable out of range on EQ-013,2,LOW,ACTIVE,2024-05-31T13:00:00,,,PLANT_C,AREA_01,EQ-023
ALM-000455,ABB_SCADA,TAG_W0022,Process variable out of range on EQ-014,5,MEDIUM,ACKNOWLEDGED,2024-05-03T15:00:00,2024-05-03T15:09:00,,PLANT_A,AREA_03,EQ-028
ALM-001681,ROCKWELL_PLC,TAG_V0047,Process variable out of range on EQ-004,3,HIGH,ACKNOWLEDGED,2024-05-15T22:00:00,2024-05-15T22:02:00,,PLANT_A,AREA_04,EQ-019
ALM-000296,ROCKWELL_PLC,TAG_Z0025,Process variable out of range on EQ-018,4,HIGH,SHELVED,2024-05-19T08:00:00,,,PLANT_C,AREA_01,EQ-023
ALM-001005,ROCKWELL_PLC,TAG_G0032,Process variable out of range on EQ-012,5,HIGH,ACTIVE,2024-05-02T13:00:00,,,PLANT_C,AREA_02,EQ-002
ALM-001327,ROCKWELL_PLC,TAG_Q0016,Process variable out of range on EQ-016,1,HIGH,ACTIVE,,,,PLANT_A,AREA_03,EQ-027
ALM-001493,HONEYWELL_DCS,TAG_S0018,Process variable out of range on EQ-018,3,HIGH,ACTIVE,2024-05-19T23:00:00,,,PLANT_B,AREA_04,EQ-019
ALM-001305,HONEYWELL_DCS,TAG_T0045,Process variable out of range on EQ-024,4,HIGH,ACTIVE,2024-05-11T11:00:00,,,PLANT_A,AREA_01,EQ-007
ALM-000470,,TAG_L0011,Process variable out of range on EQ-002,5,MEDIUM,SHELVED,2024-05-14T02:00:00,,,PLANT_A,AREA_04,EQ-011
ALM-000583,ABB_SCADA,TAG_R0017,Process variable out of range on EQ-016,1,MEDIUM,ACKNOWLEDGED,2024-05-12T06:00:00,2024-05-12T06:04:00,,PLANT_C,AREA_03,EQ-009
ALM-000622,HONEYWELL_DCS,TAG_I0008,Process variable out of range on EQ-004,5,LOW,SHELVED,2024-05-04T10:00:00,,,PLANT_A,AREA_01,EQ-027
ALM-000582,HONEYWELL_DCS,TAG_R0017,Process variable out of range on EQ-018,5,HIGH,SHELVED,2024-05-06T23:00:00,,,PLANT_B,AREA_01,EQ-023
ALM-000206,ROCKWELL_PLC,TAG_L0011,Process variable out of range on EQ-023,4,MEDIUM,SHELVED,2024-05-23T16:00:00,,,PLANT_B,AREA_01,EQ-024
ALM-001421,HONEYWELL_DCS,TAG_M0038,Process variable out of range on EQ-020,5,HIGH,CLEARED,2024-05-27T21:00:00,2024-05-27T21:58:00,2024-05-27T23:48:00,PLANT_C,AREA_01,EQ-003
ALM-001796,ROCKWELL_PLC,TAG_N0039,Process variable out of range on EQ-021,5,MEDIUM,CLEARED,2024-05-25T19:00:00,2024-05-25T19:29:00,2024-05-25T19:37:00,PLANT_A,AREA_02,EQ-004
ALM-001901,ROCKWELL_PLC,TAG_C0028,Process variable out of range on EQ-025,5,HIGH,SHELVED,,,,PLANT_C,AREA_01,EQ-005
ALM-000418,HONEYWELL_DCS,TAG_B0001,Process variable out of range on EQ-014,1,MEDIUM,ACTIVE,2024-05-18T07:00:00,,,PLANT_C,AREA_04,EQ-007
ALM-001994,ABB_SCADA,TAG_L0037,Process variable out of range on EQ-009,1,MEDIUM,CLEARED,2024-05-20T22:00:00,2024-05-20T22:07:00,2024-05-20T22:23:00,PLANT_C,AREA_03,EQ-030
ALM-001543,ABB_SCADA,TAG_O0040,Process variable out of range on EQ-012,5,MEDIUM,ACKNOWLEDGED,2024-05-12T05:00:00,2024-05-12T05:40:00,,PLANT_B,AREA_01,EQ-025
ALM-000985,SIEMENS_SCADA,TAG_E0004,Process variable out of range on EQ-007,2,LOW,CLEARED,2024-05-04T13:00:00,2024-05-04T13:17:00,2024-05-04T14:10:00,PLANT_C,AREA_02,EQ-016
ALM-001682,ROCKWELL_PLC,TAG_Z0025,Process variable out of range on EQ-023,4,HIGH,SHELVED,2024-05-14T11:00:00,,,PLANT_B,AREA_02,EQ-004
ALM-000664,SIEMENS_SCADA,TAG_X0023,Process variable out of range on EQ-003,4,HIGH,ACKNOWLEDGED,2024-05-06T22:00:00,2024-05-06T22:15:00,,PLANT_C,AREA_04,EQ-023
ALM-000012,ROCKWELL_PLC,TAG_A0026,Process variable out of range on EQ-029,4,HIGH,CLEARED,2024-05-07T12:00:00,2024-05-07T12:14:00,2024-05-07T13:42:00,PLANT_B,AREA_02,EQ-008
ALM-000427,SIEMENS_SCADA,TAG_G0006,Process variable out of range on EQ-013,5,MEDIUM,CLEARED,2024-05-10T01:00:00,2024-05-10T01:21:00,2024-05-10T02:59:00,PLANT_C,AREA_03,EQ-028
ALM-000142,HONEYWELL_DCS,TAG_M0012,Process variable out of range on EQ-004,1,HIGH,ACKNOWLEDGED,2024-05-13T22:00:00,2024-05-13T22:09:00,,PLANT_A,AREA_03,EQ-026
ALM-001237,ROCKWELL_PLC,TAG_D0003,Process variable out of range on EQ-002,3,HIGH,ACTIVE,2024-05-16T16:00:00,,,PLANT_B,AREA_01,EQ-012
ALM-002000,ABB_SCADA,TAG_S0044,Process variable out of range on EQ-027,4,HIGH,CLEARED,2024-05-23T22:00:00,2024-05-23T22:03:00,2024-05-23T23:16:00,PLANT_A,AREA_02,EQ-007
ALM-000251,ROCKWELL_PLC,TAG_Q0042,Process variable out of range on EQ-007,HIGH,MEDIUM,SHELVED,2024-05-12T17:00:00,,,PLANT_B,AREA_01,EQ-030
ALM-000269,SIEMENS_SCADA,TAG_T0019,Process variable out of range on EQ-014,2,HIGH,SHELVED,2024-05-26T07:00:00,,,PLANT_C,AREA_04,EQ-012
ALM-001695,ROCKWELL_PLC,TAG_G0006,Process variable out of range on EQ-016,1,MEDIUM,SHELVED,2024-05-08T17:00:00,,,PLANT_A,AREA_03,EQ-018
ALM-001924,HONEYWELL_DCS,TAG_R0043,Process variable out of range on EQ-011,2,HIGH,ACKNOWLEDGED,2024-05-23T19:00:00,2024-05-23T19:51:00,,PLANT_B,AREA_02,EQ-023
ALM-001765,ROCKWELL_PLC,TAG_A0026,Process variable out of range on EQ-006,3,LOW,ACTIVE,2024-05-17T11:00:00,,,PLANT_B,AREA_02,EQ-007
ALM-001201,ROCKWELL_PLC,TAG_Q0042,Process variable out of range on EQ-009,5,LOW,ACTIVE,2024-05-12T14:00:00,,,PLANT_A,AREA_04,EQ-008
ALM-001539,ROCKWELL_PLC,TAG_K0036,Process variable out of range on EQ-001,3,MEDIUM,CLEARED,2024-05-20T14:00:00,2024-05-20T14:35:00,2024-05-20T15:29:00,PLANT_B,AREA_03,EQ-027
ALM-000763,ABB_SCADA,TAG_Q0042,Process variable out of range on EQ-022,5,MEDIUM,ACTIVE,2024-05-31T15:00:00,,,PLANT_C,AREA_02,EQ-024
ALM-001715,SIEMENS_SCADA,TAG_B0027,Process variable out of range on EQ-017,5,HIGH,CLEARED,2024-05-21T07:00:00,2024-05-21T07:04:00,2024-05-21T07:23:00,PLANT_C,AREA_02,EQ-024
ALM-000320,HONEYWELL_DCS,TAG_L0011,Process variable out of range on EQ-021,5,HIGH,ACKNOWLEDGED,2024-05-16T05:00:00,2024-05-16T05:43:00,,PLANT_C,AREA_04,EQ-025
ALM-001557,ROCKWELL_PLC,TAG_F0005,Process variable out of range on EQ-026,4,MEDIUM,SHELVED,08-12-2023 18:00:00,,,PLANT_C,AREA_01,EQ-023
ALM-001561,SIEMENS_SCADA,TAG_E0030,Process variable out of range on EQ-029,4,HIGH,CLEARED,2024-05-11T16:00:00,2024-05-11T16:07:00,2024-05-11T16:54:00,PLANT_B,AREA_03,EQ-010
ALM-000956,,TAG_B0027,Process variable out of range on EQ-013,5,MEDIUM,ACTIVE,2024-05-04T08:00:00,,,PLANT_C,AREA_03,EQ-030
ALM-000279,ABB_SCADA,TAG_P0015,Process variable out of range on EQ-010,2,MEDIUM,SHELVED,2024-05-04T22:00:00,,,PLANT_A,AREA_04,EQ-014
ALM-001363,HONEYWELL_DCS,TAG_X0049,Process variable out of range on EQ-008,2,HIGH,SHELVED,2024-05-23T23:00:00,,,PLANT_A,AREA_04,EQ-025
ALM-000681,ABB_SCADA,TAG_K0010,Process variable out of range on EQ-002,3,HIGH,ACKNOWLEDGED,2024-05-22T01:00:00,2024-05-22T01:04:00,,PLANT_A,AREA_01,EQ-022
ALM-001482,ABB_SCADA,TAG_O0040,Process variable out of range on EQ-018,2,MEDIUM,CLEARED,2024-05-02T01:00:00,2024-05-02T01:47:00,2024-05-02T02:46:00,PLANT_B,AREA_02,EQ-030
ALM-000170,ABB_SCADA,TAG_X0049,Process variable out of range on EQ-025,1,HIGH,ACKNOWLEDGED,2024-05-06T16:00:00,2024-05-06T16:12:00,,PLANT_C,AREA_04,EQ-015
ALM-001619,HONEYWELL_DCS,TAG_Y0024,Process variable out of range on EQ-020,4,HIGH,ACKNOWLEDGED,2024-05-03T22:00:00,2024-05-03T22:56:00,,PLANT_B,AREA_02,EQ-006
ALM-000624,ROCKWELL_PLC,TAG_I0034,Process variable out of range on EQ-020,5,MEDIUM,SHELVED,2024-05-28T10:00:00,,,PLANT_A,AREA_03,EQ-008
ALM-000264,SIEMENS_SCADA,TAG_K0036,Process variable out of range on EQ-029,5,HIGH,ACTIVE,2024-05-31T11:00:00,,,PLANT_C,AREA_02,EQ-006
ALM-001029,SIEMENS_SCADA,TAG_K0010,Process variable out of range on EQ-029,2,HIGH,ACTIVE,2024-05-23T20:00:00,,,PLANT_A,AREA_04,EQ-023
ALM-001385,ROCKWELL_PLC,TAG_R0043,Process variable out of range on EQ-004,1,HIGH,SHELVED,2024-05-31T21:00:00,,,PLANT_B,AREA_02,EQ-016
ALM-000590,SIEMENS_SCADA,TAG_H0007,Process variable out of range on EQ-003,4,LOW,ACKNOWLEDGED,2024-05-05T14:00:00,2024-05-05T14:26:00,,PLANT_A,AREA_01,EQ-025
ALM-001300,ABB_SCADA,TAG_L0037,Process variable out of range on EQ-001,3,HIGH,CLEARED,2024-05-08T11:00:00,2024-05-08T11:38:00,2024-05-08T12:32:00,PLANT_C,AREA_01,EQ-030
ALM-000307,SIEMENS_SCADA,TAG_X0023,Process variable out of range on EQ-018,1,LOW,ACTIVE,2023/12/02 15:00:00,,,PLANT_C,AREA_03,EQ-028
ALM-001736,SIEMENS_SCADA,TAG_X0049,Process variable out of range on EQ-002,2,MEDIUM,SHELVED,2024-05-10T14:00:00,,,PLANT_B,AREA_04,EQ-016
ALM-000799,ABB_SCADA,TAG_E0030,Process variable out of range on EQ-003,1,P1,ACTIVE,2024-05-31T22:00:00,,,PLANT_A,AREA_03,EQ-003
ALM-000696,ABB_SCADA,TAG_N0039,Process variable out of range on EQ-004,3,LOW,SHELVED,2024-05-05T23:00:00,,,PLANT_B,AREA_01,EQ-009
ALM-001908,HONEYWELL_DCS,TAG_N0039,Process variable out of range on EQ-025,2,HIGH,CLEARED,2024-05-12T15:00:00,2024-05-12T15:34:00,2024-05-12T15:58:00,PLANT_A,AREA_04,EQ-016
ALM-001478,HONEYWELL_DCS,TAG_U0020,Process variable out of range on EQ-017,1,HIGH,SHELVED,2024-05-27T05:00:00,,,PLANT_C,AREA_04,EQ-013
ALM-000691,SIEMENS_SCADA,TAG_S0044,Process variable out of range on EQ-011,3,MEDIUM,CLEARED,2024-05-20T21:00:00,2024-05-20T21:50:00,2024-05-20T21:55:00,PLANT_C,AREA_01,EQ-027
ALM-001045,HONEYWELL_DCS,TAG_G0006,Process variable out of range on EQ-011,2,MEDIUM,SHELVED,2024-05-12T21:00:00,,,PLANT_C,AREA_04,EQ-007
ALM-001387,HONEYWELL_DCS,TAG_V0021,Process variable out of range on EQ-023,5,LOW,ACKNOWLEDGED,2024-05-07T00:00:00,2024-05-07T00:34:00,,PLANT_A,AREA_01,EQ-012
ALM-001629,HONEYWELL_DCS,TAG_X0049,Process variable out of range on EQ-029,2,MEDIUM,SHELVED,2024-05-03T10:00:00,,,PLANT_B,AREA_03,EQ-022
ALM-001463,ROCKWELL_PLC,,Process variable out of range on EQ-016,5,LOW,ACKNOWLEDGED,2024-05-24T04:00:00,2024-05-24T04:21:00,,PLANT_C,AREA_01,EQ-030
ALM-001773,ABB_SCADA,TAG_G0032,Process variable out of range on EQ-019,4,HIGH,ACKNOWLEDGED,2024-05-07T14:00:00,2024-05-07T14:53:00,,PLANT_B,AREA_01,EQ-013
ALM-000612,SIEMENS_SCADA,TAG_M0038,Process variable out of range on EQ-026,4,LOW,ACKNOWLEDGED,2024-05-27T20:00:00,2024-05-27T20:01:00,,PLANT_C,AREA_02,EQ-012
ALM-001428,HONEYWELL_DCS,TAG_N0039,Process variable out of range on EQ-025,1,HIGH,ACKNOWLEDGED,2024-05-29T05:00:00,2024-05-29T05:19:00,,PLANT_C,AREA_03,EQ-005
ALM-001092,SIEMENS_SCADA,TAG_W0022,Process variable out of range on EQ-005,4,HIGH,UNKNOWN_STATE,2024-05-06T18:00:00,,,PLANT_A,AREA_02,EQ-001
ALM-001104,ABB_SCADA,TAG_N0013,Process variable out of range on EQ-016,2,LOW,CLEARED,2024-05-13T23:00:00,2024-05-13T23:12:00,2024-05-14T00:47:00,PLANT_A,AREA_04,EQ-019
ALM-000922,ABB_SCADA,TAG_Q0042,Process variable out of range on EQ-022,2,MEDIUM,CLEARED,2024-05-12T07:00:00,2024-05-12T07:30:00,2024-05-12T09:01:00,PLANT_C,AREA_01,EQ-010
ALM-000851,ABB_SCADA,TAG_P0041,Process variable out of range on EQ-005,1,HIGH,CLEARED,2024-05-03T02:00:00,2024-05-03T02:32:00,2024-05-03T03:40:00,PLANT_C,AREA_01,EQ-027
ALM-001038,ROCKWELL_PLC,TAG_C0028,Process variable out of range on EQ-014,3,MEDIUM,SHELVED,2024-05-08T01:00:00,,,PLANT_B,AREA_03,EQ-013
ALM-001196,HONEYWELL_DCS,TAG_K0036,Process variable out of range on EQ-004,2,HIGH,ACKNOWLEDGED,2024-05-07T17:00:00,2024-05-07T17:19:00,,PLANT_A,AREA_02,EQ-010
ALM-001356,SIEMENS_SCADA,TAG_E0030,Process variable out of range on EQ-014,4,HIGH,CLEARED,2024-05-27T16:00:00,2024-05-27T16:26:00,2024-05-27T17:20:00,PLANT_A,AREA_03,EQ-015
ALM-001811,ROCKWELL_PLC,TAG_P0015,Process variable out of range on EQ-023,1,MEDIUM,SHELVED,2024-05-10T16:00:00,,,PLANT_B,AREA_01,EQ-020
ALM-000853,SIEMENS_SCADA,TAG_X0049,Process variable out of range on EQ-003,5,MEDIUM,CLEARED,2024-05-06T03:00:00,2024-05-06T03:40:00,2024-05-06T05:04:00,PLANT_B,AREA_02,EQ-010
ALM-000877,SIEMENS_SCADA,TAG_V0047,Process variable out of range on EQ-016,1,HIGH,ACKNOWLEDGED,2024-05-25T05:00:00,2024-05-25T05:42:00,,PLANT_A,AREA_03,EQ-020
ALM-001560,ABB_SCADA,TAG_Y0024,Process variable out of range on EQ-014,3,HIGH,ACTIVE,2024-05-05T00:00:00,,,PLANT_A,AREA_04,EQ-007
ALM-001544,ROCKWELL_PLC,TAG_Q0016,Process variable out of range on EQ-013,5,HIGH,CLEARED,2024-05-11T13:00:00,2024-05-11T13:36:00,2024-05-11T15:16:00,PLANT_B,AREA_01,EQ-004
ALM-001799,SIEMENS_SCADA,TAG_U0020,Process variable out of range on EQ-001,2,HIGH,CLEARED,2024-05-30T05:00:00,2024-05-30T05:14:00,2024-05-30T06:24:00,PLANT_B,AREA_02,EQ-016
ALM-000334,ABB_SCADA,TAG_K0036,Process variable out of range on EQ-006,4,MEDIUM,ACKNOWLEDGED,2024-05-13T19:00:00,2024-05-13T19:32:00,,PLANT_A,AREA_02,EQ-011
ALM-000824,ROCKWELL_PLC,TAG_R0017,Process variable out of range on EQ-021,4,LOW,SHELVED,2024-05-29T22:00:00,,,PLANT_A,AREA_03,EQ-017
ALM-000714,ROCKWELL_PLC,TAG_M0038,Process variable out of range on EQ-014,2,LOW,CLEARED,2024-05-29T15:00:00,2024-05-29T15:35:00,2024-05-29T16:39:00,PLANT_A,AREA_02,EQ-016
ALM-000260,ROCKWELL_PLC,,Process variable out of range on EQ-006,4,LOW,ACTIVE,2024-05-27T19:00:00,,,PLANT_C,AREA_03,EQ-023
ALM-001079,SIEMENS_SCADA,TAG_P0015,Process variable out of range on EQ-001,5,HIGH,ACKNOWLEDGED,2024-05-19T03:00:00,2024-05-19T03:33:00,,PLANT_B,AREA_02,EQ-024
ALM-001054,ABB_SCADA,TAG_J0035,Process variable out of range on EQ-014,4,LOW,ACTIVE,2024-05-19T12:00:00,,,PLANT_A,AREA_04,EQ-029
ALM-001575,HONEYWELL_DCS,TAG_E0004,Process variable out of range on EQ-007,2,HIGH,ACKNOWLEDGED,2024-05-09T10:00:00,2024-05-09T10:34:00,,PLANT_C,AREA_04,EQ-015
ALM-001466,ABB_SCADA,TAG_W0048,Process variable out of range on EQ-028,5,MEDIUM,SHELVED,2024-05-09T05:00:00,,,PLANT_B,AREA_01,EQ-010
ALM-000740,HONEYWELL_DCS,TAG_X0049,Process variable out of range on EQ-027,1,HIGH,CLEARED,2024-05-24T12:00:00,2024-05-24T12:04:00,2024-05-24T13:31:00,PLANT_A,AREA_04,EQ-013
ALM-001899,ABB_SCADA,TAG_P0041,Process variable out of range on EQ-017,3,HIGH,ACTIVE,2024-05-08T10:00:00,,,PLANT_B,AREA_04,EQ-011
ALM-001887,HONEYWELL_DCS,TAG_E0030,Process variable out of range on EQ-008,4,HIGH,CLEARED,2024-05-19T19:00:00,2024-05-19T19:37:00,2024-05-19T21:22:00,PLANT_C,AREA_01,EQ-023
ALM-001496,ABB_SCADA,TAG_U0020,Process variable out of range on EQ-027,2,LOW,ACTIVE,2024-05-14T20:00:00,,,PLANT_C,AREA_02,EQ-010
ALM-000270,ROCKWELL_PLC,TAG_Z0025,Process variable out of range on EQ-013,1,LOW,SHELVED,2024-05-15T13:00:00,,,PLANT_C,AREA_02,EQ-021
ALM-001542,HONEYWELL_DCS,TAG_U0020,Process variable out of range on EQ-010,3,MEDIUM,CLEARED,2024-05-30T13:00:00,2024-05-30T13:06:00,2024-05-30T13:37:00,PLANT_C,AREA_04,EQ-001
ALM-000124,HONEYWELL_DCS,TAG_M0038,Process variable out of range on EQ-010,4,LOW,SHELVED,2024-05-24T16:00:00,,,PLANT_B,AREA_04,EQ-028
ALM-001986,ROCKWELL_PLC,TAG_O0040,Process variable out of range on EQ-007,2,MEDIUM,CLEARED,2024-05-23T20:00:00,2024-05-23T20:07:00,2024-05-23T21:00:00,PLANT_A,AREA_03,EQ-012
ALM-000237,,TAG_M0038,Process variable out of range on EQ-011,5,LOW,SHELVED,2024-05-14T11:00:00,,,PLANT_C,AREA_04,EQ-023
ALM-001420,HONEYWELL_DCS,TAG_J0009,Process variable out of range on EQ-013,5,HIGH,SHELVED,2024-05-09T17:00:00,,,PLANT_C,AREA_03,EQ-004
ALM-001212,ABB_SCADA,TAG_C0028,Process variable out of range on EQ-013,2,MEDIUM,ACKNOWLEDGED,2024-05-18T06:00:00,2024-05-18T06:02:00,,PLANT_C,AREA_03,EQ-008
ALM-000250,SIEMENS_SCADA,TAG_S0044,Process variable out of range on EQ-025,2,HIGH,SHELVED,2024-05-08T13:00:00,,,PLANT_C,AREA_02,EQ-014
ALM-001084,ABB_SCADA,TAG_N0039,Process variable out of range on EQ-028,4,LOW,ACKNOWLEDGED,2024-05-24T13:00:00,2024-05-24T13:52:00,,PLANT_B,AREA_02,EQ-015
ALM-001490,ABB_SCADA,TAG_M0038,Process variable out of range on EQ-024,3,LOW,CLEARED,2024-05-23T12:00:00,2024-05-23T12:58:00,2024-05-23T14:33:00,PLANT_A,AREA_04,EQ-014
ALM-000785,ABB_SCADA,TAG_G0006,Process variable out of range on EQ-014,5,MEDIUM,ACKNOWLEDGED,2024-05-10T12:00:00,2024-05-10T12:37:00,,PLANT_A,AREA_04,EQ-027
ALM-001435,SIEMENS_SCADA,TAG_P0041,Process variable out of range on EQ-021,1,HIGH,CLEARED,2024-05-31T19:00:00,2024-05-31T19:13:00,2024-05-31T21:05:00,PLANT_A,AREA_04,EQ-028
ALM-000364,SIEMENS_SCADA,TAG_R0017,Process variable out of range on EQ-007,1,HIGH,ACTIVE,2024-05-31T08:00:00,,,PLANT_B,AREA_03,EQ-021
ALM-000725,ROCKWELL_PLC,TAG_Y0024,Process variable out of range on EQ-027,4,HIGH,ACKNOWLEDGED,2024-05-31T22:00:00,2024-05-31T22:13:00,,PLANT_B,AREA_02,EQ-005
ALM-000073,ROCKWELL_PLC,TAG_C0002,Process variable out of range on EQ-024,5,HIGH,ACTIVE,2024-05-28T15:00:00,,,PLANT_B,AREA_02,EQ-021
ALM-000179,HONEYWELL_DCS,TAG_U0020,Process variable out of range on EQ-021,4,HIGH,ACKNOWLEDGED,2024-05-28T23:00:00,2024-05-28T23:59:00,,PLANT_C,AREA_01,EQ-010
ALM-001515,ABB_SCADA,TAG_A0026,Process variable out of range on EQ-025,3,MEDIUM,ACKNOWLEDGED,2024-05-18T04:00:00,2024-05-18T04:21:00,,PLANT_C,AREA_04,EQ-020
ALM-000224,ROCKWELL_PLC,TAG_U0020,Process variable out of range on EQ-015,1,LOW,CLEARED,2024-05-11T04:00:00,2024-05-11T04:31:00,2024-05-11T05:07:00,PLANT_A,AREA_02,EQ-015
ALM-000307,SIEMENS_SCADA,TAG_X0023,Process variable out of range on EQ-018,1,LOW,ACTIVE,2024-05-10T23:00:00,,,PLANT_C,AREA_03,EQ-028
ALM-001949,ROCKWELL_PLC,TAG_X0049,Process variable out of range on EQ-014,1,LOW,CLEARED,2024-05-03T09:00:00,2024-05-03T09:02:00,2024-05-03T09:50:00,PLANT_B,AREA_02,EQ-006
